run,model,count,activated_trades,managed_expectancy,gross_managed_expectancy,profit_factor,avg_execution_cost_r,avg_total_cost_r,avg_mfe_r,avg_rr,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,walk_forward_passed,walk_forward_failed_gates,top_no_trade_reasons,barriers,source_dir
asian_turtle_smt_on_sweep_dol_oos_2022-01-01_2024-11-05_btc_1h_tp1full_allsignals,turtle_soup,32,32,0.318196,0.504452,2.469883,0.186256,0.186256,4.207668,1.926604,0.59375,0.59375,0.125,0.40625,False,min_managed_expectancy_r,target_rr_below_2:24:0.282659;none:6:0.611678;target_rr_below_3:2:-0.13581,net_cost_gap;target_rr_pressure;wf_min_managed_expectancy_r,backtest_results\asian_turtle_smt_on_sweep_dol_oos_2022-01-01_2024-11-05_btc_1h_tp1full_allsignals
asian_turtle_full1r_full_2022-01-01_2026-04-20_btc_1h,turtle_soup,58,58,0.317314,0.46881,2.452905,0.151496,0.151496,3.587288,1.53895,0.62069,0.568966,0.155172,0.327586,False,min_managed_expectancy_r,target_rr_below_2:45:0.268196;none:8:0.488535;target_rr_below_3:5:0.48542,net_cost_gap;target_rr_pressure;wf_min_managed_expectancy_r,backtest_results\asian_turtle_full1r_full_2022-01-01_2026-04-20_btc_1h
asian_turtle_full1r_oos_2022-01-01_2024-11-05_btc_1h,turtle_soup,40,40,0.259288,0.406279,1.994182,0.146991,0.146991,3.586636,1.62759,0.525,0.525,0.025,0.4,False,min_managed_expectancy_r,target_rr_below_2:30:0.205445;none:6:0.427218;target_rr_below_3:4:0.411216,low_expectancy;target_rr_pressure;wf_min_managed_expectancy_r,backtest_results\asian_turtle_full1r_oos_2022-01-01_2024-11-05_btc_1h
asian_turtle_full1r_clean_strong_btc_full_2022-01-01_2026-04-20_30m_1h,turtle_soup,84,84,0.248011,0.441323,3.383915,0.193313,0.193313,3.563317,1.562684,0.619048,0.559524,0.178571,0.333333,False,max_trades_per_session;min_managed_expectancy_r;min_profit_factor,target_rr_below_2:65:0.252479;none:11:0.553671;target_rr_below_3:8:-0.208583,low_expectancy;net_cost_gap;target_rr_pressure;wf_max_trades_per_session;wf_min_managed_expectancy_r;wf_min_profit_factor,backtest_results\asian_turtle_full1r_clean_strong_btc_full_2022-01-01_2026-04-20_30m_1h
asian_turtle_full1r_clean_strong_btc_tfdir_funding_full_2022-01-01_2026-04-20_30m_1h,turtle_soup,84,84,0.247065,0.441323,3.959993,0.193313,0.194258,3.563317,1.562684,0.619048,0.559524,0.178571,0.333333,False,min_managed_expectancy_r;min_phase_trades;min_total_trades,target_rr_below_2:65:0.25223;none:11:0.552808;target_rr_below_3:8:-0.215295,low_expectancy;net_cost_gap;target_rr_pressure;wf_min_managed_expectancy_r;wf_min_phase_trades;wf_min_total_trades,backtest_results\asian_turtle_full1r_clean_strong_btc_tfdir_funding_full_2022-01-01_2026-04-20_30m_1h
asian_turtle_full1r_clean_strong_btc_split_session_tfdir_full_2022-01-01_2026-04-20_30m_1h,turtle_soup,119,119,0.227203,0.437609,3.20317,0.210406,0.210406,3.536534,1.727891,0.563025,0.588235,0.201681,0.386555,False,min_managed_expectancy_r,target_rr_below_2:89:0.241303;none:20:0.376705;target_rr_below_3:10:-0.197294,low_expectancy;net_cost_gap;target_rr_pressure;wf_min_managed_expectancy_r,backtest_results\asian_turtle_full1r_clean_strong_btc_split_session_tfdir_full_2022-01-01_2026-04-20_30m_1h
hyperliquid_probe_btc_directional_smt_30m,turtle_soup,1,1,0.222117,0.5,,0.277883,,1.934512,2.0,0.0,1.0,0.0,1.0,,,target_rr_below_3:1:0.222117,cost_drag;high_invalidation;low_expectancy;low_target_hit_rate;missing_profit_factor;net_cost_gap;target_rr_pressure;thin_sample,backtest_results\hyperliquid_probe_btc_directional_smt_30m
asian_turtle_full1r_clean_strong_btc_nyopen_tfdir_full_2022-01-01_2026-04-20_30m_1h,turtle_soup,83,83,0.221798,0.439877,2.906759,0.218079,0.218079,3.744969,1.799331,0.542169,0.614458,0.204819,0.421687,False,min_managed_expectancy_r;min_phase_trades;min_total_trades,target_rr_below_2:61:0.242732;none:14:0.362259;target_rr_below_3:8:-0.183632,low_expectancy;net_cost_gap;target_rr_pressure;wf_min_managed_expectancy_r;wf_min_phase_trades;wf_min_total_trades,backtest_results\asian_turtle_full1r_clean_strong_btc_nyopen_tfdir_full_2022-01-01_2026-04-20_30m_1h
asian_turtle_full1r_clean_strong_multi_full_2022-01-01_2026-04-20_btc_eth_1h,turtle_soup,73,73,0.220339,0.374056,1.824662,0.153718,0.153718,3.625995,2.119005,0.506849,0.589041,0.191781,0.465753,False,min_managed_expectancy_r;min_profit_factor,target_rr_below_2:50:0.181987;none:14:0.087029;target_rr_below_3:9:0.640775,low_expectancy;net_cost_gap;target_rr_pressure;wf_min_managed_expectancy_r;wf_min_profit_factor,backtest_results\asian_turtle_full1r_clean_strong_multi_full_2022-01-01_2026-04-20_btc_eth_1h
asian_turtle_full1r_clean_reclaim_oos_2022-01-01_2024-11-05_btc_1h,turtle_soup,31,31,0.218642,0.368387,1.732759,0.149745,0.149745,3.576408,1.656798,0.483871,0.548387,0.032258,0.451613,False,min_managed_expectancy_r;min_profit_factor,target_rr_below_2:23:0.185611;none:5:0.364857;target_rr_below_3:3:0.228187,low_expectancy;target_rr_pressure;wf_min_managed_expectancy_r;wf_min_profit_factor,backtest_results\asian_turtle_full1r_clean_reclaim_oos_2022-01-01_2024-11-05_btc_1h
asian_turtle_smt_on_sweep_dol_oos_2022-01-01_2024-11-05_btc_1h_tp1full,turtle_soup,25,25,0.214801,0.407873,,0.193072,0.193072,4.280546,1.79379,0.6,0.56,0.16,0.4,,,target_rr_below_2:20:0.219925;none:4:0.515397;target_rr_below_3:1:-1.090045,low_expectancy;missing_profit_factor;net_cost_gap;target_rr_pressure;thin_sample,backtest_results\asian_turtle_smt_on_sweep_dol_oos_2022-01-01_2024-11-05_btc_1h_tp1full
asian_turtle_smt_on_sweep_dol_oos_2022-01-01_2024-11-05_btc_1h_tp1full_noprefilter,turtle_soup,25,25,0.214801,0.407873,1.775204,0.193072,0.193072,4.280546,1.79379,0.6,0.56,0.16,0.4,False,min_managed_expectancy_r;min_phase_trades;min_profit_factor;min_total_trades,target_rr_below_2:20:0.219925;none:4:0.515397;target_rr_below_3:1:-1.090045,low_expectancy;net_cost_gap;target_rr_pressure;thin_sample;wf_min_managed_expectancy_r;wf_min_phase_trades;wf_min_profit_factor;wf_min_total_trades,backtest_results\asian_turtle_smt_on_sweep_dol_oos_2022-01-01_2024-11-05_btc_1h_tp1full_noprefilter
asian_turtle_full1r_clean_strong_btc_sol_tfdir_funding_control_2024-11-06_2026-04-20_30m_1h_nodedupe_max2,turtle_soup,9,9,0.194978,0.37425,1.783245,0.179309,0.179272,,,,,,,False,min_managed_expectancy_r;min_phase_trades;min_profit_factor;min_total_trades,,low_expectancy;net_cost_gap;thin_sample;wf_min_managed_expectancy_r;wf_min_phase_trades;wf_min_profit_factor;wf_min_total_trades,backtest_results\asian_turtle_full1r_clean_strong_btc_sol_tfdir_funding_control_2024-11-06_2026-04-20_30m_1h_nodedupe_max2
asian_turtle_smt_on_sweep_htf_aligned_oos_2022-01-01_2024-11-05_btc_1h,turtle_soup,2,2,0.18881,0.5,inf,0.31119,,2.707742,2.0,0.0,1.0,0.0,1.0,False,min_managed_expectancy_r;min_phase_trades;min_total_trades,target_rr_below_3:2:0.18881,cost_drag;high_invalidation;low_expectancy;low_target_hit_rate;mfe_not_monetized;net_cost_gap;target_rr_pressure;thin_sample;wf_min_managed_expectancy_r;wf_min_phase_trades;wf_min_total_trades,backtest_results\asian_turtle_smt_on_sweep_htf_aligned_oos_2022-01-01_2024-11-05_btc_1h
asian_turtle_smt_on_sweep_probe_2025_btc_15m_1h,turtle_soup,12,12,0.182091,0.574308,1.445244,0.392216,,2.684565,2.0,0.5,0.666667,0.5,0.416667,False,min_managed_expectancy_r;min_phase_trades;min_profit_factor;min_total_trades,target_rr_below_3:12:0.182091,cost_drag;low_expectancy;net_cost_gap;target_rr_pressure;thin_sample;wf_min_managed_expectancy_r;wf_min_phase_trades;wf_min_profit_factor;wf_min_total_trades,backtest_results\asian_turtle_smt_on_sweep_probe_2025_btc_15m_1h
asian_turtle_full1r_clean_strong_multi_oos_2022-01-01_2024-11-05_btc_eth_1h,turtle_soup,53,53,0.163776,0.312628,2.277242,0.148852,0.148852,3.56926,2.153613,0.433962,0.566038,0.113208,0.528302,False,min_managed_expectancy_r;min_phase_trades;min_profit_factor;min_total_trades,target_rr_below_2:36:0.12312;none:10:0.015163;target_rr_below_3:7:0.585171,low_expectancy;target_rr_pressure;wf_min_managed_expectancy_r;wf_min_phase_trades;wf_min_profit_factor;wf_min_total_trades,backtest_results\asian_turtle_full1r_clean_strong_multi_oos_2022-01-01_2024-11-05_btc_eth_1h
asian_turtle_full1r_clean_strong_btc_oos_2022-01-01_2024-11-05_30m_1h,turtle_soup,64,64,0.153759,0.342792,2.755155,0.189034,0.189034,3.492889,1.571255,0.578125,0.484375,0.09375,0.375,False,max_trades_per_session;min_managed_expectancy_r,target_rr_below_2:49:0.171989;none:9:0.527268;target_rr_below_3:6:-0.555387,low_expectancy;net_cost_gap;target_rr_pressure;wf_max_trades_per_session;wf_min_managed_expectancy_r,backtest_results\asian_turtle_full1r_clean_strong_btc_oos_2022-01-01_2024-11-05_30m_1h
asian_turtle_full1r_clean_strong_btc_tfdir_funding_oos_2022-01-01_2024-11-05_30m_1h,turtle_soup,64,64,0.151911,0.342792,3.312576,0.189034,0.190881,3.492889,1.571255,0.578125,0.484375,0.09375,0.375,False,min_phase_trades;min_total_trades,target_rr_below_2:49:0.170866;none:9:0.526212;target_rr_below_3:6:-0.564337,low_expectancy;net_cost_gap;target_rr_pressure;wf_min_phase_trades;wf_min_total_trades,backtest_results\asian_turtle_full1r_clean_strong_btc_tfdir_funding_oos_2022-01-01_2024-11-05_30m_1h
asian_turtle_full1r_clean_strong_btc_split_session_tfdir_oos_2022-01-01_2024-11-05_30m_1h,turtle_soup,94,94,0.151117,0.361096,2.786512,0.209979,0.209979,3.563336,1.792293,0.531915,0.531915,0.159574,0.414894,False,min_managed_expectancy_r;min_profit_factor,target_rr_below_2:68:0.17136;none:18:0.343841;target_rr_below_3:8:-0.454575,low_expectancy;net_cost_gap;target_rr_pressure;wf_min_managed_expectancy_r;wf_min_profit_factor,backtest_results\asian_turtle_full1r_clean_strong_btc_split_session_tfdir_oos_2022-01-01_2024-11-05_30m_1h
asian_turtle_full1r_clean_strong_btc_nyopen_tfdir_oos_2022-01-01_2024-11-05_30m_1h,turtle_soup,64,64,0.142001,0.365576,2.498465,0.223575,0.223575,3.852882,1.908029,0.515625,0.5625,0.171875,0.453125,False,min_managed_expectancy_r;min_phase_trades;min_total_trades,target_rr_below_2:45:0.171862;none:13:0.345152;target_rr_below_3:6:-0.522119,low_expectancy;net_cost_gap;target_rr_pressure;wf_min_managed_expectancy_r;wf_min_phase_trades;wf_min_total_trades,backtest_results\asian_turtle_full1r_clean_strong_btc_nyopen_tfdir_oos_2022-01-01_2024-11-05_30m_1h
asian_turtle_full1r_clean_strong_btc_nypm_oos_2022-01-01_2024-11-05_30m_1h,turtle_soup,18,18,0.135854,0.332084,0.980054,0.196231,0.196231,2.286222,1.49816,0.555556,0.444444,0.111111,0.333333,False,min_managed_expectancy_r;min_phase_trades;min_profit_factor;min_total_trades,target_rr_below_2:14:0.115387;target_rr_below_3:2:0.842857;none:2:-0.427885,low_expectancy;low_profit_factor;net_cost_gap;target_rr_pressure;thin_sample;weak_1r_followthrough;wf_min_managed_expectancy_r;wf_min_phase_trades;wf_min_profit_factor;wf_min_total_trades,backtest_results\asian_turtle_full1r_clean_strong_btc_nypm_oos_2022-01-01_2024-11-05_30m_1h
asian_turtle_full1r_clean_strong_btc_sol_tfdir_funding_oos_2022-01-01_2024-11-05_30m_1h,turtle_soup,97,97,0.123837,0.289263,2.194693,0.16428,0.165426,3.385477,2.039364,0.484536,0.474227,0.123711,0.474227,False,min_managed_expectancy_r,target_rr_below_2:70:0.087736;none:19:0.499652;target_rr_below_3:8:-0.452843,low_expectancy;net_cost_gap;target_rr_pressure;wf_min_managed_expectancy_r,backtest_results\asian_turtle_full1r_clean_strong_btc_sol_tfdir_funding_oos_2022-01-01_2024-11-05_30m_1h
asian_turtle_full1r_clean_strong_btc_nypm_full_2022-01-01_2026-04-20_30m_1h,turtle_soup,21,21,0.123239,0.332263,0.861944,0.209023,0.209023,2.628623,1.77763,0.52381,0.47619,0.095238,0.380952,False,min_managed_expectancy_r;min_phase_trades;min_profit_factor;min_total_trades,target_rr_below_2:15:0.142325;none:4:-0.30814;target_rr_below_3:2:0.842857,low_expectancy;low_profit_factor;net_cost_gap;target_rr_pressure;thin_sample;wf_min_managed_expectancy_r;wf_min_phase_trades;wf_min_profit_factor;wf_min_total_trades,backtest_results\asian_turtle_full1r_clean_strong_btc_nypm_full_2022-01-01_2026-04-20_30m_1h
asian_turtle_smt_on_sweep_dol_oos_2022-01-01_2024-11-05_btc_1h,turtle_soup,30,30,0.061161,0.208464,1.175881,0.147303,,3.347259,1.428872,0.533333,0.466667,0.033333,0.4,False,min_managed_expectancy_r;min_profit_factor,target_rr_below_2:24:0.100949;none:4:-0.136293;target_rr_below_3:2:-0.021388,low_expectancy;low_profit_factor;target_rr_pressure;wf_min_managed_expectancy_r;wf_min_profit_factor,backtest_results\asian_turtle_smt_on_sweep_dol_oos_2022-01-01_2024-11-05_btc_1h
asian_turtle_full1r_clean_strong_btc_nypm_control_2024-11-06_2026-04-20_30m_1h,turtle_soup,3,3,0.047554,0.333333,0.46898,0.285779,0.285779,4.683032,3.454448,0.333333,0.666667,0.0,0.666667,False,min_managed_expectancy_r;min_phase_trades;min_profit_factor;min_total_trades,none:2:-0.188396;target_rr_below_2:1:0.519455,cost_drag;high_invalidation;low_expectancy;low_profit_factor;net_cost_gap;target_rr_pressure;thin_sample;wf_min_managed_expectancy_r;wf_min_phase_trades;wf_min_profit_factor;wf_min_total_trades,backtest_results\asian_turtle_full1r_clean_strong_btc_nypm_control_2024-11-06_2026-04-20_30m_1h
asian_turtle_smt_on_sweep_oos_2022-01-01_2024-11-05_btc_1h,turtle_soup,30,30,0.014625,0.161928,1.031894,0.147303,,3.347259,2.0,0.266667,0.566667,0.266667,0.666667,False,min_managed_expectancy_r;min_profit_factor,target_rr_below_3:30:0.014625,high_invalidation;low_expectancy;low_profit_factor;target_rr_pressure;wf_min_managed_expectancy_r;wf_min_profit_factor,backtest_results\asian_turtle_smt_on_sweep_oos_2022-01-01_2024-11-05_btc_1h
turtle_soup_session_mss_fvg_smoke_may_jun_2025_btc_15m,turtle_soup,14,14,-0.044053,,,,,1.017031,0.726529,0.571429,0.071429,0.0,0.285714,,,target_rr_below_2:11:-0.07757;target_rr_below_3:3:0.07884,missing_profit_factor;negative_expectancy;target_rr_pressure;thin_sample;weak_1r_followthrough,backtest_results\turtle_soup_session_mss_fvg_smoke_may_jun_2025_btc_15m
turtle_soup_session_fallback_smoke_may_jun_2025_btc_15m,turtle_soup,434,434,-0.060407,,,,,5.753539,2.464828,0.324885,0.40553,0.170507,0.665899,,,target_rr_below_2:247:-0.043207;none:110:-0.131942;target_rr_below_3:77:-0.013391,high_invalidation;missing_profit_factor;negative_expectancy;target_rr_pressure;weak_1r_followthrough,backtest_results\turtle_soup_session_fallback_smoke_may_jun_2025_btc_15m
probe_turtle_may_jun_2025_btc_15m_confirmed_no_fvg_fixedr,turtle_soup,37,37,-0.102276,0.039866,,0.142142,,1.490727,2.0,0.135135,0.459459,0.135135,0.675676,,,target_rr_below_3:37:-0.102276,high_invalidation;low_target_hit_rate;missing_profit_factor;negative_expectancy;target_rr_pressure,backtest_results\probe_turtle_may_jun_2025_btc_15m_confirmed_no_fvg_fixedr
asian_turtle_smt_on_sweep_probe_2025_eth_30m,turtle_soup,6,6,-0.152631,0.083333,0.735014,0.235964,,4.491447,2.0,0.333333,0.5,0.333333,0.666667,False,min_managed_expectancy_r;min_phase_trades;min_profit_factor;min_total_trades,target_rr_below_3:6:-0.152631,high_invalidation;low_profit_factor;negative_expectancy;net_cost_gap;target_rr_pressure;thin_sample;wf_min_managed_expectancy_r;wf_min_phase_trades;wf_min_profit_factor;wf_min_total_trades,backtest_results\asian_turtle_smt_on_sweep_probe_2025_eth_30m
asian_turtle_2025_multi_30m_costed_p30,turtle_soup,312,312,-0.156403,0.039406,,0.195808,,3.149547,2.0,0.24359,0.471154,0.24359,0.669872,,,target_rr_below_3:311:-0.153215;target_rr_below_2:1:-1.147823,high_invalidation;low_target_hit_rate;mfe_not_monetized;missing_profit_factor;negative_expectancy;net_cost_gap;target_rr_pressure,backtest_results\asian_turtle_2025_multi_30m_costed_p30
asian_turtle_2025_multi_30m_costed,turtle_soup,312,312,-0.167621,0.028188,,0.195808,,3.149547,2.0,0.24359,0.471154,0.24359,0.669872,,,target_rr_below_3:311:-0.164469;target_rr_below_2:1:-1.147823,high_invalidation;low_target_hit_rate;mfe_not_monetized;missing_profit_factor;negative_expectancy;net_cost_gap;target_rr_pressure,backtest_results\asian_turtle_2025_multi_30m_costed
asian_turtle_smt_on_sweep_oos_2022-01-01_2024-11-05_btc_30m,turtle_soup,23,23,-0.185833,0.025472,0.616131,0.211305,,2.08216,2.0,0.086957,0.521739,0.086957,0.695652,False,max_trades_per_session;min_managed_expectancy_r;min_phase_trades;min_profit_factor;min_total_trades,target_rr_below_3:23:-0.185833,high_invalidation;low_profit_factor;low_target_hit_rate;mfe_not_monetized;negative_expectancy;net_cost_gap;target_rr_pressure;thin_sample;wf_max_trades_per_session;wf_min_managed_expectancy_r;wf_min_phase_trades;wf_min_profit_factor;wf_min_total_trades,backtest_results\asian_turtle_smt_on_sweep_oos_2022-01-01_2024-11-05_btc_30m
cme_crypto_turtle_oos_btc_control_30m,turtle_soup,23,23,-0.185833,0.025472,0.616131,0.211305,,2.08216,2.0,0.086957,0.521739,0.086957,0.695652,False,max_trades_per_session;min_managed_expectancy_r;min_phase_trades;min_profit_factor;min_total_trades,target_rr_below_3:23:-0.185833,high_invalidation;low_profit_factor;low_target_hit_rate;mfe_not_monetized;negative_expectancy;net_cost_gap;target_rr_pressure;thin_sample;wf_max_trades_per_session;wf_min_managed_expectancy_r;wf_min_phase_trades;wf_min_profit_factor;wf_min_total_trades,backtest_results\cme_crypto_turtle_oos_btc_control_30m
asian_turtle_2025_btc_30m_nyopen_costed_minstop80,turtle_soup,98,98,-0.188475,-0.072377,0.672644,0.116099,,1.754797,2.0,0.214286,0.428571,0.214286,0.622449,False,max_drawdown_r;max_trades_per_session;min_managed_expectancy_r;min_profit_factor,target_rr_below_3:98:-0.188475,high_invalidation;low_profit_factor;low_target_hit_rate;negative_expectancy;target_rr_pressure;weak_1r_followthrough;wf_max_drawdown_r;wf_max_trades_per_session;wf_min_managed_expectancy_r;wf_min_profit_factor,backtest_results\asian_turtle_2025_btc_30m_nyopen_costed_minstop80
asian_turtle_2025_btc_30m_nyopen_costed_tp075,turtle_soup,98,98,-0.241343,0.040666,,0.282009,,3.338681,2.0,0.234694,0.438776,0.234694,0.704082,,,target_rr_below_3:98:-0.241343,cost_drag;high_invalidation;low_target_hit_rate;mfe_not_monetized;missing_profit_factor;negative_expectancy;net_cost_gap;target_rr_pressure;weak_1r_followthrough,backtest_results\asian_turtle_2025_btc_30m_nyopen_costed_tp075
asian_turtle_2025_btc_30m_costed,turtle_soup,107,107,-0.251727,0.03186,,0.283587,,3.260855,2.0,0.242991,0.485981,0.242991,0.691589,,,target_rr_below_3:107:-0.251727,cost_drag;high_invalidation;low_target_hit_rate;mfe_not_monetized;missing_profit_factor;negative_expectancy;net_cost_gap;target_rr_pressure,backtest_results\asian_turtle_2025_btc_30m_costed
hyperliquid_probe_btc_no_smt_30m,turtle_soup,13,13,-0.251766,0.084492,0.562447,0.336258,,4.579546,2.0,0.230769,0.538462,0.230769,0.692308,False,min_managed_expectancy_r;min_phase_trades;min_profit_factor;min_total_trades,target_rr_below_3:13:-0.251766,cost_drag;high_invalidation;low_profit_factor;low_target_hit_rate;mfe_not_monetized;negative_expectancy;net_cost_gap;target_rr_pressure;thin_sample;wf_min_managed_expectancy_r;wf_min_phase_trades;wf_min_profit_factor;wf_min_total_trades,backtest_results\hyperliquid_probe_btc_no_smt_30m
asian_turtle_debug_2025_btc_30m,turtle_soup,101,101,-0.267569,0.017797,1.195652,0.285366,,3.458326,2.0,0.257426,0.49505,0.257426,0.673267,False,max_trades_per_session;min_managed_expectancy_r;min_phase_trades;min_profit_factor;min_total_trades,target_rr_below_3:101:-0.267569,cost_drag;high_invalidation;low_profit_factor;negative_expectancy;net_cost_gap;target_rr_pressure;wf_max_trades_per_session;wf_min_managed_expectancy_r;wf_min_phase_trades;wf_min_profit_factor;wf_min_total_trades,backtest_results\asian_turtle_debug_2025_btc_30m
asian_turtle_2025_btc_30m_nyopen_costed_horizon_close,turtle_soup,98,98,-0.29428,-0.012271,,0.282009,,3.338681,2.0,0.255102,0.479592,0.255102,0.673469,,,target_rr_below_3:98:-0.29428,cost_drag;high_invalidation;missing_profit_factor;negative_expectancy;net_cost_gap;target_rr_pressure,backtest_results\asian_turtle_2025_btc_30m_nyopen_costed_horizon_close
asian_turtle_2024-11_2026-04_btc_30m_nyopen_costed,turtle_soup,143,143,-0.31299,-0.041118,,0.271872,,3.254789,2.0,0.258741,0.440559,0.258741,0.664336,,,target_rr_below_3:143:-0.31299,cost_drag;high_invalidation;missing_profit_factor;negative_expectancy;net_cost_gap;target_rr_pressure;weak_1r_followthrough,backtest_results\asian_turtle_2024-11_2026-04_btc_30m_nyopen_costed
probe_turtle_2025_btc_30m_unconfirmed_fixedr,turtle_soup,4934,4934,-0.50851,-0.035497,,0.473012,,5.083159,2.0,0.254966,0.463924,0.254966,0.72882,,,target_rr_below_3:4934:-0.50851,cost_drag;high_invalidation;missing_profit_factor;negative_expectancy;net_cost_gap;target_rr_pressure,backtest_results\probe_turtle_2025_btc_30m_unconfirmed_fixedr
probe_turtle_2025_btc_30m_tp1_full,turtle_soup,4934,4934,-0.531513,-0.058501,,0.473012,,5.083159,2.0,0.254966,0.463924,0.254966,0.72882,,,target_rr_below_3:4934:-0.531513,cost_drag;high_invalidation;missing_profit_factor;negative_expectancy;net_cost_gap;target_rr_pressure,backtest_results\probe_turtle_2025_btc_30m_tp1_full
probe_turtle_may_jun_2025_btc_30m_unconfirmed_fixedr,turtle_soup,790,790,-0.543242,-0.024186,,0.519056,,4.577637,2.0,0.262025,0.472152,0.262025,0.73038,,,target_rr_below_3:790:-0.543242,cost_drag;high_invalidation;missing_profit_factor;negative_expectancy;net_cost_gap;target_rr_pressure,backtest_results\probe_turtle_may_jun_2025_btc_30m_unconfirmed_fixedr
probe_turtle_may_jun_2025_btc_15m_unconfirmed_fixedr,turtle_soup,1585,1585,-0.768873,-0.061976,,0.706897,,6.678805,2.0,0.245426,0.460568,0.245426,0.75205,,,target_rr_below_3:1585:-0.768873,cost_drag;high_invalidation;low_target_hit_rate;mfe_not_monetized;missing_profit_factor;negative_expectancy;net_cost_gap;target_rr_pressure,backtest_results\probe_turtle_may_jun_2025_btc_15m_unconfirmed_fixedr
probe_turtle_may_jun_2025_btc_5m_unconfirmed_fixedr,turtle_soup,4226,4226,-1.146521,-0.009589,,1.136932,,11.00977,2.0,0.270942,0.479413,0.270942,0.728822,,,target_rr_below_3:4226:-1.146521,cost_drag;high_invalidation;missing_profit_factor;negative_expectancy;net_cost_gap;target_rr_pressure,backtest_results\probe_turtle_may_jun_2025_btc_5m_unconfirmed_fixedr
hyperliquid_probe_xyz100_no_smt_30m,turtle_soup,11,11,-1.351898,0.0,0.047747,1.351898,,2.909467,2.0,0.181818,0.545455,0.181818,0.818182,False,min_managed_expectancy_r;min_phase_trades;min_profit_factor;min_total_trades,target_rr_below_3:11:-1.351898,cost_drag;high_invalidation;low_profit_factor;low_target_hit_rate;mfe_not_monetized;negative_expectancy;net_cost_gap;target_rr_pressure;thin_sample;wf_min_managed_expectancy_r;wf_min_phase_trades;wf_min_profit_factor;wf_min_total_trades,backtest_results\hyperliquid_probe_xyz100_no_smt_30m
batch_score_may_jun_2025_1h_aligned,turtle_soup,165,165,,,,,,5.048818,8.066439,0.169697,0.436364,0.309091,0.70303,,,none:133:;target_rr_below_3:18:;target_rr_below_2:14:,high_invalidation;low_target_hit_rate;mfe_not_monetized;missing_expectancy;missing_profit_factor;target_rr_pressure;weak_1r_followthrough,backtest_results\batch_score_may_jun_2025_1h_aligned
batch_score_may_jun_2025_1h_off,turtle_soup,1942,1942,,,,,,4.719906,7.265621,0.172503,0.46241,0.315654,0.729145,,,none:1504:;target_rr_below_2:238:;target_rr_below_3:200:,high_invalidation;low_target_hit_rate;mfe_not_monetized;missing_expectancy;missing_profit_factor;target_rr_pressure,backtest_results\batch_score_may_jun_2025_1h_off
batch_score_may_jun_2025_1h_strict,turtle_soup,165,165,,,,,,5.048818,8.066439,0.169697,0.436364,0.309091,0.70303,,,none:133:;target_rr_below_3:18:;target_rr_below_2:14:,high_invalidation;low_target_hit_rate;mfe_not_monetized;missing_expectancy;missing_profit_factor;target_rr_pressure;weak_1r_followthrough,backtest_results\batch_score_may_jun_2025_1h_strict
batch_score_may_jun_2025_30m_btc_aligned,turtle_soup,113,113,,,,,,4.350611,6.130359,0.159292,0.469027,0.292035,0.769912,,,none:90:;target_rr_below_2:14:;target_rr_below_3:9:,high_invalidation;low_target_hit_rate;mfe_not_monetized;missing_expectancy;missing_profit_factor;target_rr_pressure,backtest_results\batch_score_may_jun_2025_30m_btc_aligned
batch_score_may_jun_2025_30m_btc_off,turtle_soup,1341,1341,,,,,,3.826072,6.617906,0.14094,0.459359,0.284116,0.744966,,,none:1020:;target_rr_below_2:171:;target_rr_below_3:150:,high_invalidation;low_target_hit_rate;mfe_not_monetized;missing_expectancy;missing_profit_factor;target_rr_pressure,backtest_results\batch_score_may_jun_2025_30m_btc_off
batch_score_may_jun_2025_30m_btc_strict,turtle_soup,113,113,,,,,,4.350611,6.130359,0.159292,0.469027,0.292035,0.769912,,,none:90:;target_rr_below_2:14:;target_rr_below_3:9:,high_invalidation;low_target_hit_rate;mfe_not_monetized;missing_expectancy;missing_profit_factor;target_rr_pressure,backtest_results\batch_score_may_jun_2025_30m_btc_strict
batch_score_may_jun_2025_4h_aligned,turtle_soup,55,55,,,,,,4.200093,9.005426,0.109091,0.436364,0.272727,0.8,,,none:49:;target_rr_below_2:4:;target_rr_below_3:2:,high_invalidation;low_target_hit_rate;mfe_not_monetized;missing_expectancy;missing_profit_factor;target_rr_pressure;weak_1r_followthrough,backtest_results\batch_score_may_jun_2025_4h_aligned
batch_score_may_jun_2025_4h_off,turtle_soup,396,396,,,,,,4.0557,8.07777,0.136364,0.44697,0.29798,0.742424,,,none:310:;target_rr_below_2:52:;target_rr_below_3:34:,high_invalidation;low_target_hit_rate;mfe_not_monetized;missing_expectancy;missing_profit_factor;target_rr_pressure;weak_1r_followthrough,backtest_results\batch_score_may_jun_2025_4h_off
batch_score_may_jun_2025_4h_strict,turtle_soup,55,55,,,,,,4.200093,9.005426,0.109091,0.436364,0.272727,0.8,,,none:49:;target_rr_below_2:4:;target_rr_below_3:2:,high_invalidation;low_target_hit_rate;mfe_not_monetized;missing_expectancy;missing_profit_factor;target_rr_pressure;weak_1r_followthrough,backtest_results\batch_score_may_jun_2025_4h_strict
