run,model,count,activated_trades,managed_expectancy,gross_managed_expectancy,profit_factor,avg_execution_cost_r,avg_total_cost_r,avg_mfe_r,avg_rr,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,walk_forward_passed,walk_forward_failed_gates,top_no_trade_reasons,barriers,source_dir
batch_score_may_oct_2025_1h_aligned,turtle_soup,448,448,,,,,,4.130861,7.682441,0.142857,0.430804,0.294643,0.75,,,none:215:;poor_pd_location:143:;target_rr_below_3:23:;target_rr_below_2:23:,high_invalidation;low_target_hit_rate;mfe_not_monetized;missing_expectancy;missing_profit_factor;target_rr_pressure;weak_1r_followthrough,backtest_results\batch_score_may_oct_2025_1h_aligned
batch_score_may_oct_2025_30m_btc_aligned,turtle_soup,369,369,,,,,,4.710591,6.532086,0.200542,0.457995,0.308943,0.712737,,,none:146:;poor_pd_location:125:;poor_pd_location;target_rr_below_2:44:;poor_pd_location;target_rr_below_3:33:,high_invalidation;low_target_hit_rate;mfe_not_monetized;missing_expectancy;missing_profit_factor;target_rr_pressure,backtest_results\batch_score_may_oct_2025_30m_btc_aligned
batch_score_may_oct_2025_4h_aligned,turtle_soup,127,127,,,,,,3.84611,7.876176,0.102362,0.456693,0.267717,0.811024,,,none:84:;poor_pd_location:25:;poor_pd_location;target_rr_below_3:8:;target_rr_below_2:5:,high_invalidation;low_target_hit_rate;mfe_not_monetized;missing_expectancy;missing_profit_factor;target_rr_pressure,backtest_results\batch_score_may_oct_2025_4h_aligned
htf_poi_smoke,turtle_soup,34,34,,,,,,2.852344,8.382752,0.058824,0.323529,0.176471,0.647059,,,none:24:;poor_pd_location:5:;target_rr_below_2:3:;target_rr_below_3:2:,high_invalidation;low_target_hit_rate;mfe_not_monetized;missing_expectancy;missing_profit_factor;target_rr_pressure;weak_1r_followthrough,backtest_results\htf_poi_smoke
new_ict_models_aligned,turtle_soup,2200,,,,,,,4.749691,,0.151364,,,0.742727,,,,high_invalidation;low_target_hit_rate;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\new_ict_models_aligned
new_ict_models_off,turtle_soup,15874,,,,,,,5.116203,,0.160136,,,0.722502,,,,high_invalidation;low_target_hit_rate;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\new_ict_models_off
new_ict_models_quality_aligned,turtle_soup,1550,1550,,,,,,3.894137,6.490352,0.143871,0.463871,0.280645,0.74,,,,high_invalidation;low_target_hit_rate;mfe_not_monetized;missing_expectancy;missing_profit_factor,backtest_results\new_ict_models_quality_aligned
new_ict_models_quality_off,turtle_soup,11267,11267,,,,,,4.143102,6.887761,0.155942,0.467471,0.29511,0.719979,,,,high_invalidation;low_target_hit_rate;mfe_not_monetized;missing_expectancy;missing_profit_factor,backtest_results\new_ict_models_quality_off
pre_model_smoke,turtle_soup,34,34,,,,,,2.852344,8.382752,0.058824,0.323529,0.176471,0.647059,,,none:24:;poor_pd_location:5:;target_rr_below_2:3:;target_rr_below_3:2:,high_invalidation;low_target_hit_rate;mfe_not_monetized;missing_expectancy;missing_profit_factor;target_rr_pressure;weak_1r_followthrough,backtest_results\pre_model_smoke
smoke_new_ict_models,turtle_soup,1904,,,,,,,4.268743,,0.174895,,,0.727416,,,,high_invalidation;low_target_hit_rate;mfe_not_monetized;missing_expectancy;missing_profit_factor;zero_activated_trades,backtest_results\smoke_new_ict_models
smoke_new_ict_models_quality,turtle_soup,1313,1313,,,,,,3.562421,6.470983,0.163747,0.491241,0.301599,0.723534,,,,high_invalidation;low_target_hit_rate;mfe_not_monetized;missing_expectancy;missing_profit_factor,backtest_results\smoke_new_ict_models_quality
