rank,filter_name,count,filtered_out,expectancy,managed_expectancy,target_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_decision_score,avg_rr,min_decision_score,min_target_distance_r,require_smt,require_session_window,allowed_displacement_grades,allowed_htf_locations,exclude_no_trade_reasons
30,"min_decision_score=70;min_target_distance_r=3;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",52,67,0.279323,0.26907,0.134615,0.365385,0.634615,99.711538,12.79265,70,3,false,false,,"discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
31,none,119,0,0.116458,0.156159,0.277311,0.310924,0.596639,96.327731,6.516928,0,0,false,false,,,
32,"allowed_htf_locations=discount,premium",119,0,0.116458,0.156159,0.277311,0.310924,0.596639,96.327731,6.516928,0,0,false,false,,"discount,premium",
33,min_decision_score=50,119,0,0.116458,0.156159,0.277311,0.310924,0.596639,96.327731,6.516928,50,0,false,false,,,
34,"min_decision_score=50;allowed_htf_locations=discount,premium",119,0,0.116458,0.156159,0.277311,0.310924,0.596639,96.327731,6.516928,50,0,false,false,,"discount,premium",
35,min_decision_score=70,119,0,0.116458,0.156159,0.277311,0.310924,0.596639,96.327731,6.516928,70,0,false,false,,,
36,"min_decision_score=70;allowed_htf_locations=discount,premium",119,0,0.116458,0.156159,0.277311,0.310924,0.596639,96.327731,6.516928,70,0,false,false,,"discount,premium",
37,"allowed_displacement_grades=valid,strong;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",16,103,-0.22466,-0.03504,0.125,0.25,0.4375,100.0,14.331505,0,0,false,false,"valid,strong",,"equilibrium,poor_pd_location,target_rr_below_2"
38,"allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",16,103,-0.22466,-0.03504,0.125,0.25,0.4375,100.0,14.331505,0,0,false,false,"valid,strong","discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
39,"min_target_distance_r=2;allowed_displacement_grades=valid,strong",16,103,-0.22466,-0.03504,0.125,0.25,0.4375,100.0,14.331505,0,2,false,false,"valid,strong",,
40,"min_target_distance_r=2;allowed_displacement_grades=valid,strong;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",16,103,-0.22466,-0.03504,0.125,0.25,0.4375,100.0,14.331505,0,2,false,false,"valid,strong",,"equilibrium,poor_pd_location,target_rr_below_2"
41,"min_target_distance_r=2;allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium",16,103,-0.22466,-0.03504,0.125,0.25,0.4375,100.0,14.331505,0,2,false,false,"valid,strong","discount,premium",
42,"min_target_distance_r=2;allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",16,103,-0.22466,-0.03504,0.125,0.25,0.4375,100.0,14.331505,0,2,false,false,"valid,strong","discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
43,"min_decision_score=50;allowed_displacement_grades=valid,strong;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",16,103,-0.22466,-0.03504,0.125,0.25,0.4375,100.0,14.331505,50,0,false,false,"valid,strong",,"equilibrium,poor_pd_location,target_rr_below_2"
44,"min_decision_score=50;allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",16,103,-0.22466,-0.03504,0.125,0.25,0.4375,100.0,14.331505,50,0,false,false,"valid,strong","discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
45,"min_decision_score=50;min_target_distance_r=2;allowed_displacement_grades=valid,strong",16,103,-0.22466,-0.03504,0.125,0.25,0.4375,100.0,14.331505,50,2,false,false,"valid,strong",,
46,"min_decision_score=50;min_target_distance_r=2;allowed_displacement_grades=valid,strong;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",16,103,-0.22466,-0.03504,0.125,0.25,0.4375,100.0,14.331505,50,2,false,false,"valid,strong",,"equilibrium,poor_pd_location,target_rr_below_2"
47,"min_decision_score=50;min_target_distance_r=2;allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium",16,103,-0.22466,-0.03504,0.125,0.25,0.4375,100.0,14.331505,50,2,false,false,"valid,strong","discount,premium",
48,"min_decision_score=50;min_target_distance_r=2;allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",16,103,-0.22466,-0.03504,0.125,0.25,0.4375,100.0,14.331505,50,2,false,false,"valid,strong","discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
49,"min_decision_score=70;allowed_displacement_grades=valid,strong;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",16,103,-0.22466,-0.03504,0.125,0.25,0.4375,100.0,14.331505,70,0,false,false,"valid,strong",,"equilibrium,poor_pd_location,target_rr_below_2"
50,"min_decision_score=70;allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",16,103,-0.22466,-0.03504,0.125,0.25,0.4375,100.0,14.331505,70,0,false,false,"valid,strong","discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
51,"min_decision_score=70;min_target_distance_r=2;allowed_displacement_grades=valid,strong",16,103,-0.22466,-0.03504,0.125,0.25,0.4375,100.0,14.331505,70,2,false,false,"valid,strong",,
52,"min_decision_score=70;min_target_distance_r=2;allowed_displacement_grades=valid,strong;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",16,103,-0.22466,-0.03504,0.125,0.25,0.4375,100.0,14.331505,70,2,false,false,"valid,strong",,"equilibrium,poor_pd_location,target_rr_below_2"
53,"min_decision_score=70;min_target_distance_r=2;allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium",16,103,-0.22466,-0.03504,0.125,0.25,0.4375,100.0,14.331505,70,2,false,false,"valid,strong","discount,premium",
54,"min_decision_score=70;min_target_distance_r=2;allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",16,103,-0.22466,-0.03504,0.125,0.25,0.4375,100.0,14.331505,70,2,false,false,"valid,strong","discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
55,"require_smt=true;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",23,96,-0.227617,-0.086605,0.217391,0.347826,0.73913,100.0,6.546766,0,0,true,false,,,"equilibrium,poor_pd_location,target_rr_below_2"
56,"require_smt=true;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",23,96,-0.227617,-0.086605,0.217391,0.347826,0.73913,100.0,6.546766,0,0,true,false,,"discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
57,min_target_distance_r=2;require_smt=true,23,96,-0.227617,-0.086605,0.217391,0.347826,0.73913,100.0,6.546766,0,2,true,false,,,
58,"min_target_distance_r=2;require_smt=true;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",23,96,-0.227617,-0.086605,0.217391,0.347826,0.73913,100.0,6.546766,0,2,true,false,,,"equilibrium,poor_pd_location,target_rr_below_2"
59,"min_target_distance_r=2;require_smt=true;allowed_htf_locations=discount,premium",23,96,-0.227617,-0.086605,0.217391,0.347826,0.73913,100.0,6.546766,0,2,true,false,,"discount,premium",
60,"min_target_distance_r=2;require_smt=true;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",23,96,-0.227617,-0.086605,0.217391,0.347826,0.73913,100.0,6.546766,0,2,true,false,,"discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
61,"min_decision_score=50;require_smt=true;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",23,96,-0.227617,-0.086605,0.217391,0.347826,0.73913,100.0,6.546766,50,0,true,false,,,"equilibrium,poor_pd_location,target_rr_below_2"
62,"min_decision_score=50;require_smt=true;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",23,96,-0.227617,-0.086605,0.217391,0.347826,0.73913,100.0,6.546766,50,0,true,false,,"discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
63,min_decision_score=50;min_target_distance_r=2;require_smt=true,23,96,-0.227617,-0.086605,0.217391,0.347826,0.73913,100.0,6.546766,50,2,true,false,,,
64,"min_decision_score=50;min_target_distance_r=2;require_smt=true;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",23,96,-0.227617,-0.086605,0.217391,0.347826,0.73913,100.0,6.546766,50,2,true,false,,,"equilibrium,poor_pd_location,target_rr_below_2"
65,"min_decision_score=50;min_target_distance_r=2;require_smt=true;allowed_htf_locations=discount,premium",23,96,-0.227617,-0.086605,0.217391,0.347826,0.73913,100.0,6.546766,50,2,true,false,,"discount,premium",
66,"min_decision_score=50;min_target_distance_r=2;require_smt=true;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",23,96,-0.227617,-0.086605,0.217391,0.347826,0.73913,100.0,6.546766,50,2,true,false,,"discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
67,"min_decision_score=70;require_smt=true;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",23,96,-0.227617,-0.086605,0.217391,0.347826,0.73913,100.0,6.546766,70,0,true,false,,,"equilibrium,poor_pd_location,target_rr_below_2"
68,"min_decision_score=70;require_smt=true;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",23,96,-0.227617,-0.086605,0.217391,0.347826,0.73913,100.0,6.546766,70,0,true,false,,"discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
69,min_decision_score=70;min_target_distance_r=2;require_smt=true,23,96,-0.227617,-0.086605,0.217391,0.347826,0.73913,100.0,6.546766,70,2,true,false,,,
70,"min_decision_score=70;min_target_distance_r=2;require_smt=true;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",23,96,-0.227617,-0.086605,0.217391,0.347826,0.73913,100.0,6.546766,70,2,true,false,,,"equilibrium,poor_pd_location,target_rr_below_2"
71,"min_decision_score=70;min_target_distance_r=2;require_smt=true;allowed_htf_locations=discount,premium",23,96,-0.227617,-0.086605,0.217391,0.347826,0.73913,100.0,6.546766,70,2,true,false,,"discount,premium",
72,"min_decision_score=70;min_target_distance_r=2;require_smt=true;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",23,96,-0.227617,-0.086605,0.217391,0.347826,0.73913,100.0,6.546766,70,2,true,false,,"discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
73,require_smt=true,35,84,-0.269364,-0.170972,0.285714,0.257143,0.685714,100.0,4.614881,0,0,true,false,,,
74,"require_smt=true;allowed_htf_locations=discount,premium",35,84,-0.269364,-0.170972,0.285714,0.257143,0.685714,100.0,4.614881,0,0,true,false,,"discount,premium",
75,min_decision_score=50;require_smt=true,35,84,-0.269364,-0.170972,0.285714,0.257143,0.685714,100.0,4.614881,50,0,true,false,,,
76,"min_decision_score=50;require_smt=true;allowed_htf_locations=discount,premium",35,84,-0.269364,-0.170972,0.285714,0.257143,0.685714,100.0,4.614881,50,0,true,false,,"discount,premium",
77,min_decision_score=70;require_smt=true,35,84,-0.269364,-0.170972,0.285714,0.257143,0.685714,100.0,4.614881,70,0,true,false,,,
78,"min_decision_score=70;require_smt=true;allowed_htf_locations=discount,premium",35,84,-0.269364,-0.170972,0.285714,0.257143,0.685714,100.0,4.614881,70,0,true,false,,"discount,premium",
79,"allowed_displacement_grades=valid,strong",22,97,-0.424187,-0.302289,0.136364,0.181818,0.5,100.0,10.704277,0,0,false,false,"valid,strong",,
80,"allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium",22,97,-0.424187,-0.302289,0.136364,0.181818,0.5,100.0,10.704277,0,0,false,false,"valid,strong","discount,premium",
81,"min_decision_score=50;allowed_displacement_grades=valid,strong",22,97,-0.424187,-0.302289,0.136364,0.181818,0.5,100.0,10.704277,50,0,false,false,"valid,strong",,
82,"min_decision_score=50;allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium",22,97,-0.424187,-0.302289,0.136364,0.181818,0.5,100.0,10.704277,50,0,false,false,"valid,strong","discount,premium",
83,"min_decision_score=70;allowed_displacement_grades=valid,strong",22,97,-0.424187,-0.302289,0.136364,0.181818,0.5,100.0,10.704277,70,0,false,false,"valid,strong",,
84,"min_decision_score=70;allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium",22,97,-0.424187,-0.302289,0.136364,0.181818,0.5,100.0,10.704277,70,0,false,false,"valid,strong","discount,premium",
85,min_target_distance_r=3;require_smt=true,11,108,-1.0,-0.61,0.0,0.181818,0.909091,100.0,11.204192,0,3,true,false,,,
86,"min_target_distance_r=3;require_smt=true;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",11,108,-1.0,-0.61,0.0,0.181818,0.909091,100.0,11.204192,0,3,true,false,,,"equilibrium,poor_pd_location,target_rr_below_2"
87,"min_target_distance_r=3;require_smt=true;allowed_htf_locations=discount,premium",11,108,-1.0,-0.61,0.0,0.181818,0.909091,100.0,11.204192,0,3,true,false,,"discount,premium",
88,"min_target_distance_r=3;require_smt=true;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",11,108,-1.0,-0.61,0.0,0.181818,0.909091,100.0,11.204192,0,3,true,false,,"discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
89,min_decision_score=50;min_target_distance_r=3;require_smt=true,11,108,-1.0,-0.61,0.0,0.181818,0.909091,100.0,11.204192,50,3,true,false,,,
90,"min_decision_score=50;min_target_distance_r=3;require_smt=true;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",11,108,-1.0,-0.61,0.0,0.181818,0.909091,100.0,11.204192,50,3,true,false,,,"equilibrium,poor_pd_location,target_rr_below_2"
91,"min_decision_score=50;min_target_distance_r=3;require_smt=true;allowed_htf_locations=discount,premium",11,108,-1.0,-0.61,0.0,0.181818,0.909091,100.0,11.204192,50,3,true,false,,"discount,premium",
92,"min_decision_score=50;min_target_distance_r=3;require_smt=true;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",11,108,-1.0,-0.61,0.0,0.181818,0.909091,100.0,11.204192,50,3,true,false,,"discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
93,min_decision_score=70;min_target_distance_r=3;require_smt=true,11,108,-1.0,-0.61,0.0,0.181818,0.909091,100.0,11.204192,70,3,true,false,,,
94,"min_decision_score=70;min_target_distance_r=3;require_smt=true;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",11,108,-1.0,-0.61,0.0,0.181818,0.909091,100.0,11.204192,70,3,true,false,,,"equilibrium,poor_pd_location,target_rr_below_2"
95,"min_decision_score=70;min_target_distance_r=3;require_smt=true;allowed_htf_locations=discount,premium",11,108,-1.0,-0.61,0.0,0.181818,0.909091,100.0,11.204192,70,3,true,false,,"discount,premium",
96,"min_decision_score=70;min_target_distance_r=3;require_smt=true;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",11,108,-1.0,-0.61,0.0,0.181818,0.909091,100.0,11.204192,70,3,true,false,,"discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
97,"min_target_distance_r=3;allowed_displacement_grades=valid,strong",13,106,-1.0,-0.783333,0.0,0.076923,0.461538,100.0,17.027452,0,3,false,false,"valid,strong",,
98,"min_target_distance_r=3;allowed_displacement_grades=valid,strong;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",13,106,-1.0,-0.783333,0.0,0.076923,0.461538,100.0,17.027452,0,3,false,false,"valid,strong",,"equilibrium,poor_pd_location,target_rr_below_2"
99,"min_target_distance_r=3;allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium",13,106,-1.0,-0.783333,0.0,0.076923,0.461538,100.0,17.027452,0,3,false,false,"valid,strong","discount,premium",
100,"min_target_distance_r=3;allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",13,106,-1.0,-0.783333,0.0,0.076923,0.461538,100.0,17.027452,0,3,false,false,"valid,strong","discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
101,"min_decision_score=50;min_target_distance_r=3;allowed_displacement_grades=valid,strong",13,106,-1.0,-0.783333,0.0,0.076923,0.461538,100.0,17.027452,50,3,false,false,"valid,strong",,
102,"min_decision_score=50;min_target_distance_r=3;allowed_displacement_grades=valid,strong;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",13,106,-1.0,-0.783333,0.0,0.076923,0.461538,100.0,17.027452,50,3,false,false,"valid,strong",,"equilibrium,poor_pd_location,target_rr_below_2"
103,"min_decision_score=50;min_target_distance_r=3;allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium",13,106,-1.0,-0.783333,0.0,0.076923,0.461538,100.0,17.027452,50,3,false,false,"valid,strong","discount,premium",
104,"min_decision_score=50;min_target_distance_r=3;allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",13,106,-1.0,-0.783333,0.0,0.076923,0.461538,100.0,17.027452,50,3,false,false,"valid,strong","discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
105,"min_decision_score=70;min_target_distance_r=3;allowed_displacement_grades=valid,strong",13,106,-1.0,-0.783333,0.0,0.076923,0.461538,100.0,17.027452,70,3,false,false,"valid,strong",,
106,"min_decision_score=70;min_target_distance_r=3;allowed_displacement_grades=valid,strong;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",13,106,-1.0,-0.783333,0.0,0.076923,0.461538,100.0,17.027452,70,3,false,false,"valid,strong",,"equilibrium,poor_pd_location,target_rr_below_2"
107,"min_decision_score=70;min_target_distance_r=3;allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium",13,106,-1.0,-0.783333,0.0,0.076923,0.461538,100.0,17.027452,70,3,false,false,"valid,strong","discount,premium",
108,"min_decision_score=70;min_target_distance_r=3;allowed_displacement_grades=valid,strong;allowed_htf_locations=discount,premium;exclude_no_trade_reasons=equilibrium,poor_pd_location,target_rr_below_2",13,106,-1.0,-0.783333,0.0,0.076923,0.461538,100.0,17.027452,70,3,false,false,"valid,strong","discount,premium","equilibrium,poor_pd_location,target_rr_below_2"
