model,session_date,session_window,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,2025-09-05,08:30-12:00,2,2,2,0,1.983796,1.983796,0.5,2.0,60.0,1.46342,0.705657,0.580657,0.580657,0.125,0.5,0.5,0.5,0.0,1.0,,2.0,2.0,0,2
turtle_soup,2025-09-11,08:30-12:00,1,1,1,0,2.57845,2.57845,1.0,2.0,60.0,2.0,1.0,0.875,0.875,0.125,1.0,1.0,1.0,0.0,1.0,,19.0,23.0,0,1
turtle_soup,2025-09-14,08:30-12:00,1,1,1,0,0.615793,0.615793,0.0,2.0,60.0,-1.0,-1.0,-1.125,-1.125,0.125,0.0,0.0,0.0,1.0,1.0,1.0,,,0,1
turtle_soup,2025-09-16,08:30-12:00,1,1,1,0,1.90635,1.90635,0.0,2.0,60.0,1.90635,1.0,0.875,0.875,0.125,0.0,1.0,0.0,0.0,1.0,,7.0,,0,1
turtle_soup,2025-09-17,08:30-12:00,1,1,1,0,0.850194,0.850194,0.0,2.0,60.0,-1.0,-1.0,-1.125,-1.125,0.125,0.0,0.0,0.0,1.0,1.0,3.0,,,0,1
turtle_soup,2025-09-20,08:30-12:00,1,1,1,0,0.551234,0.551234,0.0,2.0,60.0,-1.0,-1.0,-1.125,-1.125,0.125,0.0,0.0,0.0,1.0,1.0,1.0,,,0,1
turtle_soup,2025-09-30,08:30-12:00,1,1,1,0,1.299658,1.299658,0.0,2.0,60.0,-1.0,-1.0,-1.125,-1.125,0.125,0.0,0.0,0.0,1.0,1.0,4.0,,,0,1
turtle_soup,2025-10-02,08:30-12:00,1,1,1,0,0.308688,0.308688,0.0,2.0,60.0,-1.0,-1.0,-1.118418,-1.118418,0.118418,0.0,0.0,0.0,1.0,1.0,2.0,,,0,1
turtle_soup,2025-10-08,08:30-12:00,1,1,1,0,0.745353,0.745353,0.0,2.0,60.0,-1.0,-1.0,-1.125,-1.125,0.125,0.0,0.0,0.0,1.0,1.0,1.0,,,0,1
turtle_soup,2025-10-09,08:30-12:00,1,1,1,0,2.586894,2.586894,1.0,2.0,80.0,2.0,1.0,0.886314,0.886314,0.113686,1.0,1.0,1.0,0.0,1.0,,2.0,6.0,0,1
turtle_soup,2025-10-10,08:30-12:00,1,1,1,0,20.652854,20.652854,1.0,2.0,60.0,2.0,1.0,0.875,0.875,0.125,1.0,1.0,1.0,0.0,1.0,,2.0,3.0,0,1
turtle_soup,2025-10-24,08:30-12:00,1,1,1,0,1.794984,1.794984,0.0,2.0,60.0,1.794984,1.0,0.875,0.875,0.125,0.0,1.0,0.0,0.0,1.0,,2.0,,0,1
turtle_soup,2025-10-30,08:30-12:00,1,1,1,0,2.437207,2.437207,0.0,2.0,60.0,-1.0,-1.0,-1.125,-1.125,0.125,0.0,0.0,0.0,1.0,1.0,6.0,,,0,1
